,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,Year Aired,premiered,Premiered Season,broadcast,Broadcast Date,producers,licensors,studios,source,genres,Main Genre,theme,demographic,duration,duration (mins),rating,popularity,url
1967,1967,2718,Koukaku Kidoutai Arise: Alternative Architecture,7.24,13319,TV,10,Finished Airing,"Apr 5, 2015 to Jun 14, 2015",2015,Spring 2015,Spring,Sundays at 22:30 (JST),Sundays,TOHO animation,Funimation,Production I.G,Manga,,Unknown,Unknown,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),2923,https://myanimelist.net/anime/29325/Koukaku_Kidoutai_Arise__Alternative_Architecture
1968,1968,2719,Kyoro-chan,7.24,1091,TV,91,Finished Airing,"Jul 1, 1999 to Mar 29, 2001",1999,Summer 1999,Summer,Thursdays at 18:00 (JST),Thursdays,"TV Tokyo, Aniplex","None found, add some",Group TAC,Other,"Adventure, Comedy, Fantasy",Adventure,Unknown,All,25 min. per ep.,25 ,PG - Children,9061,https://myanimelist.net/anime/4375/Kyoro-chan
1969,1969,2720,Kyoushoku Soukou Guyver (2005),7.24,8286,TV,26,Finished Airing,"Aug 6, 2005 to Feb 18, 2006",2005,Summer 2005,Summer,Saturdays at 19:00 (JST),Saturdays,Imagine,"ADV Films, Funimation",OLM,Manga,"Adventure, Sci-Fi",Adventure,Unknown,Shounen,23 min. per ep.,23 ,PG-13 - Teens 13 or older,4081,https://myanimelist.net/anime/1374/Kyoushoku_Soukou_Guyver_2005
1970,1970,2721,Love Stage!!,7.24,128141,TV,10,Finished Airing,"Jul 10, 2014 to Sep 11, 2014",2014,Summer 2014,Summer,Thursdays at 01:05 (JST),Thursdays,Kadokawa Shoten,Sentai Filmworks,J.C.Staff,Manga,"Boys Love, Comedy, Romance",Boys Love,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,811,https://myanimelist.net/anime/21105/Love_Stage
1973,1973,2724,Nagasarete Airantou,7.24,40062,TV,26,Finished Airing,"Apr 5, 2007 to Sep 27, 2007",2007,Spring 2007,Spring,Unknown,Unknown,Square Enix,Discotek Media,feel.,Manga,"Comedy, Fantasy, Romance, Ecchi",Comedy,Harem,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1764,https://myanimelist.net/anime/1722/Nagasarete_Airantou
1975,1975,2726,Nazo no Kanojo X,7.24,119635,TV,13,Finished Airing,"Apr 8, 2012 to Jul 1, 2012",2012,Spring 2012,Spring,Unknown,Unknown,"Starchild Records, Kodansha, Yomiuri Advertising, Atelier Musa",Sentai Filmworks,Hoods Entertainment,Manga,,Unknown,School,Seinen,24 min. per ep.,24 ,R - 17+ (violence & profanity),732,https://myanimelist.net/anime/12467/Nazo_no_Kanojo_X
1976,1976,2727,Needless,7.24,54998,TV,24,Finished Airing,"Jul 3, 2009 to Dec 11, 2009",2009,Summer 2009,Summer,Fridays at 01:30 (JST),Fridays,"Avex Entertainment, Lantis",Sentai Filmworks,Madhouse,Manga,"Action, Comedy, Sci-Fi, Ecchi",Action,Super Power,Seinen,24 min. per ep.,24 ,R - 17+ (violence & profanity),1340,https://myanimelist.net/anime/6030/Needless
1979,1979,2730,Re-Main,7.24,28096,TV,12,Finished Airing,"Jul 4, 2021 to Oct 3, 2021",2021,Summer 2021,Summer,Sundays at 01:30 (JST),Sundays,Bandai Namco Arts,Funimation,MAPPA,Original,,Unknown,School,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,1818,https://myanimelist.net/anime/48406/Re-Main
1981,1981,2732,Sei Juushi Bismarck,7.24,2032,TV,51,Finished Airing,"Oct 7, 1984 to Sep 29, 1985",1984,Fall 1984,Fall,Unknown,Unknown,Nippon Television Network,"None found, add some",Studio Pierrot,Original,"Action, Adventure, Sci-Fi",Action,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,7219,https://myanimelist.net/anime/2361/Sei_Juushi_Bismarck
1982,1982,2733,Selector Infected WIXOSS,7.24,57490,TV,12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",2014,Spring 2014,Spring,Fridays at 02:49 (JST),Fridays,"Magic Capsule, Warner Bros. Japan, Showgate",Funimation,J.C.Staff,Card game,,Unknown,Unknown,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),1307,https://myanimelist.net/anime/22273/Selector_Infected_WIXOSS
1984,1984,2735,Super Crooks,7.24,15432,ONA,13,Finished Airing,"Nov 25, 2021",2021,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some",Bones,Other,"Action, Drama, Suspense",Action,Unknown,All,25 min. per ep.,25 ,PG-13 - Teens 13 or older,3093,https://myanimelist.net/anime/48453/Super_Crooks
1985,1985,2736,Super Robot Taisen OG: The Inspector,7.24,3022,TV,26,Finished Airing,"Oct 2, 2010 to Apr 2, 2011",2010,Fall 2010,Fall,Unknown,Unknown,Sotsu,"None found, add some",Asahi Production,Game,"Action, Sci-Fi",Action,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,5763,https://myanimelist.net/anime/9241/Super_Robot_Taisen_OG__The_Inspector
1986,1986,2737,Tekken Chinmi,7.24,1703,TV,20,Finished Airing,"Jul 2, 1988 to Dec 24, 1988",1988,Summer 1988,Summer,Unknown,Unknown,"Ashi Production, Studio Jack","None found, add some",Production Reed,Manga,"Action, Adventure",Action,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,7851,https://myanimelist.net/anime/4663/Tekken_Chinmi
1989,1989,2740,Miracle Giants Doumu-kun,7.23,449,TV,49,Finished Airing,"Apr 2, 1989 to Mar 25, 1990",1989,Spring 1989,Spring,Unknown,Unknown,"Gallop, Yomiko Advertising","None found, add some","None found, add some",Manga,,Unknown,Unknown,All,25 min. per ep.,25 ,PG - Children,10452,https://myanimelist.net/anime/5273/Miracle_Giants_Doumu-kun
1990,1990,2741,Mix,7.23,7315,TV,24,Finished Airing,"Apr 6, 2019 to Sep 28, 2019",2019,Spring 2019,Spring,Saturdays at 17:30 (JST),Saturdays,"Shogakukan-Shueisha Productions, YTV",Funimation,OLM,Manga,"Drama, Romance, Sports",Drama,School,Shounen,23 min. per ep.,23 ,PG-13 - Teens 13 or older,4094,https://myanimelist.net/anime/38098/Mix
1994,1994,2745,Outbreak Company,7.23,160336,TV,12,Finished Airing,"Oct 4, 2013 to Dec 20, 2013",2013,Fall 2013,Fall,Unknown,Unknown,"Pony Canyon, TBS, Kodansha, Movic, DAX Production",Sentai Filmworks,feel.,Light novel,"Comedy, Fantasy",Comedy,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,566,https://myanimelist.net/anime/19369/Outbreak_Company
1996,1996,2747,Pokemon Diamond & Pearl,7.23,73686,TV,191,Finished Airing,"Sep 28, 2006 to Sep 9, 2010",2006,Fall 2006,Fall,Thursdays at 19:00 (JST),Thursdays,"TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Nintendo, Studio Jack","VIZ Media, The Pokemon Company International",OLM,Game,"Action, Adventure, Comedy, Fantasy",Action,Unknown,Kids,23 min. per ep.,23 ,PG - Children,1413,https://myanimelist.net/anime/1565/Pokemon_Diamond___Pearl
1997,1997,2748,Quanzhi Fashi,7.23,48180,ONA,12,Finished Airing,"Sep 2, 2016 to Nov 4, 2016",2016,Unknown,Unknown,Unknown,Unknown,"Tencent Penguin Pictures, China Literature Limited","None found, add some",Shanghai Foch Film and TV Culture Investment,Novel,"Action, Fantasy",Action,School,All,18 min. per ep.,18 ,PG-13 - Teens 13 or older,1595,https://myanimelist.net/anime/34300/Quanzhi_Fashi
2003,2003,2754,Spiral: Suiri no Kizuna,7.23,20650,TV,25,Finished Airing,"Oct 1, 2002 to Mar 25, 2003",2002,Fall 2002,Fall,Tuesdays at 18:00 (JST),Tuesdays,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",Funimation,J.C.Staff,Manga,"Drama, Mystery",Drama,Unknown,Shounen,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2592,https://myanimelist.net/anime/341/Spiral__Suiri_no_Kizuna
2005,2005,2756,Tobe! Isami,7.23,544,TV,50,Finished Airing,"Apr 8, 1995 to Mar 30, 1996",1995,Spring 1995,Spring,Saturdays at 18:00 (JST),Saturdays,"None found, add some",Hirameki International,Group TAC,Original,"Action, Adventure, Comedy, Romance",Action,Unknown,Shounen,25 min. per ep.,25 ,PG-13 - Teens 13 or older,9650,https://myanimelist.net/anime/3036/Tobe_Isami
2006,2006,2757,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,7.23,13103,TV,12,Finished Airing,"Jul 27, 2007 to Oct 12, 2007",2007,Summer 2007,Summer,Fridays at 23:00 (JST),Fridays,"None found, add some","ADV Films, Funimation","AIC Spirits, BeSTACK",Game,"Action, Drama, Fantasy, Horror, Mystery",Action,Unknown,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),3179,https://myanimelist.net/anime/2683/Tokyo_Majin_Gakuen_Kenpucho__Tou_Dai_Ni_Maku
2007,2007,2758,Witchblade,7.23,41627,TV,24,Finished Airing,"Apr 6, 2006 to Sep 21, 2006",2006,Spring 2006,Spring,Thursdays at 01:45 (JST),Thursdays,"GDH, SKY Perfect Well Think, Sotsu Music Publishing",Funimation,Gonzo,Other,"Action, Sci-Fi",Action,Super Power,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),1618,https://myanimelist.net/anime/935/Witchblade
2009,2009,2760,Young Black Jack,7.23,31337,TV,12,Finished Airing,"Oct 2, 2015 to Dec 18, 2015",2015,Fall 2015,Fall,Fridays at 02:16 (JST),Fridays,"TBS, Grooove, Being",Sentai Filmworks,Tezuka Productions,Manga,,Unknown,Historical,Seinen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1990,https://myanimelist.net/anime/30740/Young_Black_Jack
2013,2013,2764,B: The Beginning,7.23,148833,ONA,12,Finished Airing,"Mar 2, 2018",2018,Unknown,Unknown,Unknown,Unknown,Netflix,"None found, add some",Production I.G,Original,"Action, Mystery, Supernatural, Suspense",Action,Unknown,All,23 min. per ep.,23 ,R - 17+ (violence & profanity),611,https://myanimelist.net/anime/32827/B__The_Beginning
2014,2014,2765,Ben-To,7.23,151476,TV,12,Finished Airing,"Oct 9, 2011 to Dec 25, 2011",2011,Fall 2011,Fall,Unknown,Unknown,"Pony Canyon, AT-X, Magic Capsule, Bulls Eye",Funimation,David Production,Light novel,"Action, Comedy, Gourmet",Action,Martial Arts,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,612,https://myanimelist.net/anime/10396/Ben-To
2019,2019,2770,Digimon Adventure 02,7.23,132280,TV,50,Finished Airing,"Apr 2, 2000 to Mar 25, 2001",2000,Spring 2000,Spring,Sundays at 09:00 (JST),Sundays,"Yomiko Advertising, Fuji TV","Saban Entertainment, Flatiron Film Company",Toei Animation,Original,"Action, Adventure, Comedy, Drama, Fantasy",Action,Unknown,Kids,25 min. per ep.,25 ,PG - Children,920,https://myanimelist.net/anime/1313/Digimon_Adventure_02
2020,2020,2771,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.23,371229,TV,12,Finished Airing,"Jul 13, 2019 to Sep 28, 2019",2019,Summer 2019,Summer,Saturdays at 00:30 (JST),Saturdays,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy, Romance",Action,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,227,https://myanimelist.net/anime/37347/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II
2021,2021,2772,God Eater,7.23,220740,TV,13,Finished Airing,"Jul 12, 2015 to Mar 26, 2016",2015,Summer 2015,Summer,Sundays at 22:30 (JST),Sundays,"Bandai Visual, Lantis, Anime Consortium Japan",Aniplex of America,ufotable,Game,"Action, Fantasy, Sci-Fi",Action,Military,All,23 min. per ep.,23 ,R - 17+ (violence & profanity),346,https://myanimelist.net/anime/27631/God_Eater
2022,2022,2773,Grancrest Senki,7.23,105191,TV,24,Finished Airing,"Jan 6, 2018 to Jun 23, 2018",2018,Winter 2018,Winter,Saturdays at 00:00 (JST),Saturdays,"Aniplex, Bandai Namco Entertainment, Good Smile Company, BS11, ABC Animation, Kinoshita Group Holdings, Kadokawa, Cromea, Sonilude",Aniplex of America,A-1 Pictures,Light novel,"Action, Drama, Fantasy, Romance",Action,Unknown,All,23 min. per ep.,23 ,R - 17+ (violence & profanity),720,https://myanimelist.net/anime/34279/Grancrest_Senki
2023,2023,2774,Groove Adventure Rave,7.23,34099,TV,51,Finished Airing,"Oct 13, 2001 to Sep 28, 2002",2001,Fall 2001,Fall,Unknown,Unknown,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,"Adventure, Comedy, Fantasy, Romance",Adventure,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1789,https://myanimelist.net/anime/246/Groove_Adventure_Rave
2024,2024,2775,Hakushaku to Yousei,7.23,50172,TV,12,Finished Airing,"Sep 29, 2008 to Dec 24, 2008",2008,Fall 2008,Fall,Unknown,Unknown,"None found, add some",Discotek Media,Artland,Light novel,"Adventure, Fantasy, Romance",Adventure,Historical,Shoujo,25 min. per ep.,25 ,PG-13 - Teens 13 or older,1518,https://myanimelist.net/anime/4551/Hakushaku_to_Yousei
2026,2026,2777,Hetalia: The World Twinkle,7.23,16926,ONA,15,Finished Airing,"Jul 3, 2015 to Oct 9, 2015",2015,Unknown,Unknown,Unknown,Unknown,Frontier Works,Funimation,Studio Deen,Manga,,Unknown,Unknown,All,5 min. per ep.,5 ,PG-13 - Teens 13 or older,2980,https://myanimelist.net/anime/28607/Hetalia__The_World_Twinkle
2029,2029,2780,Juu Ou Sei,7.23,30034,TV,11,Finished Airing,"Apr 14, 2006 to Jun 23, 2006",2006,Spring 2006,Spring,Unknown,Unknown,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Funimation,Bones,Manga,"Action, Adventure, Drama, Mystery, Sci-Fi",Action,Unknown,Shoujo,22 min. per ep.,22 ,R - 17+ (violence & profanity),2182,https://myanimelist.net/anime/953/Juu_Ou_Sei
2031,2031,2782,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7.23,3326,TV,12,Finished Airing,"May 2, 2007 to Apr 13, 2008",2007,Spring 2007,Spring,Unknown,Unknown,"None found, add some","None found, add some",Production I.G,Manga,"Comedy, Sci-Fi",Comedy,Mecha,All,3 min. per ep.,3 ,PG - Children,5137,https://myanimelist.net/anime/10870/Koukaku_Kidoutai__Stand_Alone_Complex_-_Tachikoma_na_Hibi_TV
2032,2032,2783,Kyuuketsuki Sugu Shinu,7.23,17524,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021",2021,Fall 2021,Fall,Mondays at 23:00 (JST),Mondays,"Frontier Works, Marvelous, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, Akita Shoten, BS11, Kadokawa Media House",Funimation,Madhouse,Manga,"Comedy, Supernatural",Comedy,Vampire,Shounen,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2344,https://myanimelist.net/anime/41833/Kyuuketsuki_Sugu_Shinu
2035,2035,2786,A Day Before Us,7.22,4372,ONA,19,Finished Airing,"May 10, 2018 to Aug 2, 2019",2018,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some","LICO, Red Dog Culture House",Original,"Romance, Slice of Life",Romance,School,All,3 min. per ep.,3 ,PG-13 - Teens 13 or older,4877,https://myanimelist.net/anime/42481/A_Day_Before_Us
2037,2037,2788,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,7.22,163,ONA,2,Currently Airing,"Mar 10, 2022 to Mar 17, 2022",2022,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some",SANZIGEN,Other,,Unknown,Music,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,11174,https://myanimelist.net/anime/51218/BanG_Dream_5th_Anniversary_Animation__CiRCLE_Thanks_Party
2038,2038,2789,Basquash!,7.22,15894,TV,26,Finished Airing,"Apr 3, 2009 to Oct 2, 2009",2009,Spring 2009,Spring,Fridays at 01:25 (JST),Fridays,Mainichi Broadcasting System,Maiden Japan,Satelight,Original,,Unknown,Mecha,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2774,https://myanimelist.net/anime/5675/Basquash
2039,2039,2790,Cosmic Baton Girl Comet-san☆,7.22,1180,TV,43,Finished Airing,"Apr 1, 2001 to Jan 27, 2002",2001,Spring 2001,Spring,Sundays at 09:30 (JST),Sundays,"Group TAC, Yomiko Advertising","None found, add some",Nippon Animation,Manga,"Adventure, Comedy, Drama, Sci-Fi",Adventure,Unknown,All,24 min. per ep.,24 ,G - All Ages,8058,https://myanimelist.net/anime/2036/Cosmic_Baton_Girl_Comet-san☆
2040,2040,2791,Cybersix,7.22,2886,TV,13,Finished Airing,"Sep 6, 1999 to Nov 29, 1999",1999,Fall 1999,Fall,Mondays at 20:30 (JST),Mondays,Tokyo Movie Shinsha,Discotek Media,Telecom Animation Film,Other,"Action, Adventure, Romance, Sci-Fi",Action,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,5816,https://myanimelist.net/anime/2383/Cybersix
2045,2045,2796,El Cazador de la Bruja,7.22,15568,TV,26,Finished Airing,"Apr 3, 2007 to Sep 25, 2007",2007,Spring 2007,Spring,Tuesdays at 01:30 (JST),Tuesdays,Victor Entertainment,Funimation,Bee Train,Original,"Adventure, Drama, Mystery",Adventure,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2607,https://myanimelist.net/anime/2030/El_Cazador_de_la_Bruja
2047,2047,2798,Fuujin Monogatari,7.22,3393,TV,13,Finished Airing,"Sep 11, 2004 to Feb 26, 2005",2004,Fall 2004,Fall,Unknown,Unknown,"Tohokushinsha Film Corporation, Hakuhodo DY Media Partners, Sky Perfect Communications, Culture Publishers",Sentai Filmworks,Production I.G,Original,"Drama, Fantasy, Slice of Life, Supernatural",Drama,School,All,25 min. per ep.,25 ,G - All Ages,4487,https://myanimelist.net/anime/1524/Fuujin_Monogatari
2048,2048,2799,Gegege no Kitarou (2018),7.22,4842,TV,97,Finished Airing,"Apr 1, 2018 to Mar 29, 2020",2018,Spring 2018,Spring,Sundays at 09:00 (JST),Sundays,"Yomiko Advertising, Fuji TV","None found, add some",Toei Animation,Manga,"Comedy, Horror, Supernatural",Comedy,Demons,Shounen,23 min. per ep.,23 ,PG - Children,2718,https://myanimelist.net/anime/37140/Gegege_no_Kitarou_2018
2049,2049,2800,Ginga Densetsu Weed,7.22,6935,TV,26,Finished Airing,"Nov 3, 2005 to May 11, 2006",2005,Fall 2005,Fall,Unknown,Unknown,"Nihon Ad Systems, SKY Perfect Well Think","None found, add some",Studio Deen,Manga,"Adventure, Drama",Adventure,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,4782,https://myanimelist.net/anime/915/Ginga_Densetsu_Weed
2050,2050,2801,Gundam Build Fighters Try,7.22,21788,TV,25,Finished Airing,"Oct 8, 2014 to Apr 1, 2015",2014,Fall 2014,Fall,Wednesdays at 18:00 (JST),Wednesdays,"TV Tokyo, Sotsu",Nozomi Entertainment,Sunrise,Original,"Action, Sci-Fi",Action,Mecha,All,25 min. per ep.,25 ,G - All Ages,2933,https://myanimelist.net/anime/24625/Gundam_Build_Fighters_Try
2053,2053,2804,Kaiketsu Zorro,7.22,4994,TV,52,Finished Airing,"Apr 5, 1996 to Apr 14, 1997",1996,Spring 1996,Spring,Fridays at 18:30 (JST),Fridays,Toho,"None found, add some",Ashi Production,Other,,Unknown,Historical,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,5362,https://myanimelist.net/anime/3010/Kaiketsu_Zorro
2054,2054,2805,Kamichama Karin,7.22,19392,TV,26,Finished Airing,"Apr 6, 2007 to Sep 28, 2007",2007,Spring 2007,Spring,Unknown,Unknown,"Broccoli, Nihon Ad Systems, Pony Canyon, Studio Kelmadick","None found, add some",Satelight,Manga,"Comedy, Fantasy, Romance",Comedy,School,Shoujo,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2647,https://myanimelist.net/anime/1808/Kamichama_Karin
2063,2063,2814,Munou na Nana,7.22,115392,TV,13,Finished Airing,"Oct 4, 2020 to Dec 27, 2020",2020,Fall 2020,Fall,Sundays at 21:30 (JST),Sundays,"Square Enix, AT-X, Nippon Columbia, BS Fuji, Hakuhodo DY Music & Pictures, Docomo Anime Store, Yomiuri TV Enterprise, Kanon Sound, NichiNare, Kadokawa, Show Corporation","Funimation, Muse Communication",Bridge,Manga,"Supernatural, Suspense",Supernatural,Unknown,Shounen,23 min. per ep.,23 ,R - 17+ (violence & profanity),778,https://myanimelist.net/anime/41619/Munou_na_Nana
2065,2065,2816,Nogizaka Haruka no Himitsu,7.22,62979,TV,12,Finished Airing,"Jul 3, 2008 to Sep 25, 2008",2008,Summer 2008,Summer,Unknown,Unknown,"Geneon Universal Entertainment, ASCII Media Works, Studio Mausu",Discotek Media,Diomedéa,Light novel,"Comedy, Romance",Comedy,Unknown,All,25 min. per ep.,25 ,PG-13 - Teens 13 or older,1405,https://myanimelist.net/anime/3467/Nogizaka_Haruka_no_Himitsu
2067,2067,2818,Plastic Neesan,7.22,93212,ONA,12,Finished Airing,"May 16, 2011 to Jul 26, 2012",2011,Unknown,Unknown,Unknown,Unknown,Good Smile Company,"None found, add some","Barnum Studio, TYO Animations",Manga,,Unknown,School,Seinen,2 min. per ep.,2 ,PG-13 - Teens 13 or older,1013,https://myanimelist.net/anime/10711/Plastic_Neesan
2068,2068,2819,Popee the Performer,7.22,3274,TV,39,Finished Airing,"Jan 3, 2000 to Dec 28, 2001",2000,Winter 2000,Winter,Mondays at 20:53 (JST),Mondays,"Kids Station, Nippon Columbia","None found, add some","None found, add some",Original,"Avant Garde, Comedy",Avant Garde,Unknown,All,4 min. per ep.,4 ,R - 17+ (violence & profanity),5826,https://myanimelist.net/anime/6560/Popee_the_Performer
2071,2071,2822,Shuangsheng Lingtan,7.22,2338,ONA,20,Finished Airing,"Aug 25, 2016 to Jan 5, 2017",2016,Unknown,Unknown,Unknown,Unknown,Tencent Animation & Comics,"None found, add some",B.CMAY PICTURES,Manga,,Unknown,Psychological,All,14 min. per ep.,14 ,R - 17+ (violence & profanity),4921,https://myanimelist.net/anime/33969/Shuangsheng_Lingtan
2072,2072,2823,Slow Loop,7.22,6064,TV,12,Currently Airing,"Jan 7, 2022 to Mar 25, 2022",2022,Winter 2022,Winter,Fridays at 22:00 (JST),Fridays,"AT-X, flying DOG, Houbunsha, Kadokawa Media House, Kadokawa, eStream","None found, add some",Connect,Manga,"Slice of Life, Sports",Slice of Life,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2944,https://myanimelist.net/anime/45425/Slow_Loop
2073,2073,2824,Suzumiya Haruhi no Yuuutsu (2009),7.22,272727,TV,14,Finished Airing,"May 22, 2009 to Sep 11, 2009",2009,Spring 2009,Spring,Fridays at 00:40 (JST),Fridays,Kadokawa Shoten,"Funimation, Bandai Entertainment",Kyoto Animation,Light novel,"Comedy, Mystery, Romance, Sci-Fi, Slice of Life",Comedy,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,357,https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009
2078,2078,2829,Uragiri wa Boku no Namae wo Shitteiru,7.22,32955,TV,24,Finished Airing,"Apr 12, 2010 to Sep 20, 2010",2010,Spring 2010,Spring,Unknown,Unknown,"None found, add some",Funimation,J.C.Staff,Manga,"Adventure, Boys Love, Drama, Fantasy",Adventure,Unknown,Shoujo,23 min. per ep.,23 ,R - 17+ (violence & profanity),1793,https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru
2080,2080,2831,Moyashimon Returns,7.21,11826,TV,11,Finished Airing,"Jul 6, 2012 to Sep 14, 2012",2012,Summer 2012,Summer,Fridays at 00:45 (JST),Fridays,"Aniplex, Dentsu, Kodansha, Fuji TV","None found, add some","Telecom Animation Film, Shirogumi",Manga,"Comedy, Gourmet, Supernatural",Comedy,School,Seinen,23 min. per ep.,23 ,PG-13 - Teens 13 or older,3812,https://myanimelist.net/anime/13409/Moyashimon_Returns
