,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,theme,demographic,duration,rating,popularity,url
2391,2391,3092,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,7.16,3992,TV,24,Currently Airing,"Oct 2, 2021 to Mar 26, 2022",Fall 2021,Saturdays at 17:30 (JST),"None found, add some",VIZ Media,Sunrise,Original,"Adventure, Comedy, Fantasy, Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,3379,https://myanimelist.net/anime/48505/Hanyou_no_Yashahime__Sengoku_Otogizoushi_-_Ni_no_Shou
2392,2392,3093,Hayate no Gotoku! Heaven Is a Place on Earth,7.16,16950,Movie,1,Finished Airing,"Aug 27, 2011",,,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio, Shogakukan Music & Digital Entertainment",Sentai Filmworks,Manglobe,Manga,,,Shounen,1 hr. 9 min.,PG-13 - Teens 13 or older,3143,https://myanimelist.net/anime/9958/Hayate_no_Gotoku_Heaven_Is_a_Place_on_Earth
2393,2393,3094,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,7.16,39550,Special,1,Finished Airing,"Aug 2, 2007",,,"Geneon Universal Entertainment, Frontier Works, Sotsu","None found, add some",Studio Deen,Light novel,,,,23 min.,PG-13 - Teens 13 or older,2084,https://myanimelist.net/anime/2899/Higurashi_no_Naku_Koro_ni_Special__Nekogoroshi-hen
2394,2394,3095,Hoshi no Koe,7.16,73741,OVA,1,Finished Airing,"Feb 2, 2002",,,"None found, add some","ADV Films, GKIDS",CoMix Wave Films,Original,"Drama, Romance, Sci-Fi",,,24 min.,PG-13 - Teens 13 or older,1286,https://myanimelist.net/anime/256/Hoshi_no_Koe
2395,2395,3096,Jaku-Chara Tomozaki-kun,7.16,119797,TV,12,Finished Airing,"Jan 8, 2021 to Mar 26, 2021",Winter 2021,Fridays at 21:00 (JST),"Pony Canyon, APDREAM, Bit grooove promotion, Dream Shift",Funimation,Project No.9,Light novel,"Drama, Romance",School,,23 min. per ep.,PG-13 - Teens 13 or older,740,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun
2396,2396,3097,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,7.16,8805,OVA,1,Finished Airing,"Jul 4, 2018",,,"None found, add some","None found, add some",Bones,Manga,"Action, Comedy, Fantasy, Supernatural",,Shounen,25 min.,R - 17+ (violence & profanity),3804,https://myanimelist.net/anime/37364/Kekkai_Sensen___Beyond__Zapp_Renfro_Ingaouhouchuu_Baccardio_no_Shizuku
2397,2397,3098,Kenran Butou Sai: The Mars Daybreak,7.16,7035,TV,26,Finished Airing,"Apr 1, 2004 to Sep 23, 2004",Spring 2004,Unknown,"None found, add some",Bandai Entertainment,Bones,Original,"Adventure, Comedy, Romance, Sci-Fi",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,4100,https://myanimelist.net/anime/1086/Kenran_Butou_Sai__The_Mars_Daybreak
2398,2398,3099,Kuromukuro,7.16,52079,TV,26,Finished Airing,"Apr 7, 2016 to Sep 29, 2016",Spring 2016,Thursdays at 21:00 (JST),"Sotsu, Pony Canyon, AT-X, KlockWorx, Tokyo MX, Medicos Entertainment, Infinite",Ponycan USA,P.A. Works,Original,"Action, Sci-Fi",Mecha,,24 min. per ep.,R - 17+ (violence & profanity),1399,https://myanimelist.net/anime/32245/Kuromukuro
2399,2399,3100,Kyoukai no Rinne (TV) 2nd Season,7.16,11990,TV,25,Finished Airing,"Apr 9, 2016 to Sep 24, 2016",Spring 2016,Saturdays at 17:30 (JST),"Shogakukan-Shueisha Productions, NHK, Shogakukan",Sentai Filmworks,Brain's Base,Manga,"Comedy, Supernatural",School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,3278,https://myanimelist.net/anime/31610/Kyoukai_no_Rinne_TV_2nd_Season
2400,2400,3101,Ling Jian Zun 3rd Season,7.16,764,ONA,40,Finished Airing,"Dec 24, 2019 to May 15, 2020",,,"None found, add some","None found, add some",Soyep,Novel,"Action, Adventure, Fantasy, Romance",Martial Arts,,10 min. per ep.,PG-13 - Teens 13 or older,10142,https://myanimelist.net/anime/40966/Ling_Jian_Zun_3rd_Season
2401,2401,3102,Mahoromatic: Automatic Maiden,7.16,24176,TV,12,Finished Airing,"Oct 5, 2001 to Dec 28, 2001",Fall 2001,Unknown,"TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,"Comedy, Romance, Sci-Fi, Ecchi",Military,,24 min. per ep.,R+ - Mild Nudity,2395,https://myanimelist.net/anime/276/Mahoromatic__Automatic_Maiden
2402,2402,3103,Mahoromatic: Motto Utsukushii Mono,7.16,15301,TV,14,Finished Airing,"Sep 26, 2002 to Jan 16, 2003",Fall 2002,Unknown,Pioneer LDC,"Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,"Comedy, Drama, Romance, Sci-Fi, Ecchi",Military,,24 min. per ep.,R+ - Mild Nudity,3373,https://myanimelist.net/anime/277/Mahoromatic__Motto_Utsukushii_Mono
2403,2403,3104,Mahou Senshi Louie,7.16,8118,TV,24,Finished Airing,"Apr 3, 2001 to Sep 18, 2001",Spring 2001,Tuesdays at 18:30 (JST),"None found, add some",ADV Films,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,4134,https://myanimelist.net/anime/1164/Mahou_Senshi_Louie
2404,2404,3105,Moonlight Mile 1st Season: Lift Off,7.16,2902,TV,12,Finished Airing,"Mar 4, 2007 to May 27, 2007",Spring 2007,Unknown,"None found, add some","ADV Films, Funimation",Studio Hibari,Manga,"Adventure, Drama, Sci-Fi",Space,,25 min. per ep.,R+ - Mild Nudity,5423,https://myanimelist.net/anime/1941/Moonlight_Mile_1st_Season__Lift_Off
2405,2405,3106,Mouretsu Pirates,7.16,23537,TV,26,Finished Airing,"Jan 8, 2012 to Jul 1, 2012",Winter 2012,Sundays at 00:30 (JST),"Starchild Records, Magic Capsule",Sentai Filmworks,Satelight,Light novel,,Space,,24 min. per ep.,PG-13 - Teens 13 or older,2132,https://myanimelist.net/anime/8917/Mouretsu_Pirates
2406,2406,3107,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.16,36409,TV,51,Finished Airing,"Apr 3, 2012 to Mar 26, 2013",Spring 2012,Tuesdays at 18:00 (JST),"TV Tokyo, Shueisha",VIZ Media,Studio Pierrot,Manga,"Action, Comedy",Parody,,24 min. per ep.,PG-13 - Teens 13 or older,1908,https://myanimelist.net/anime/12979/Naruto_SD__Rock_Lee_no_Seishun_Full-Power_Ninden
2407,2407,3108,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,7.16,36305,Movie,1,Finished Airing,"Jul 30, 2011",,,Shueisha,VIZ Media,Studio Pierrot,Manga,"Action, Adventure",,Shounen,14 min.,PG-13 - Teens 13 or older,2150,https://myanimelist.net/anime/10686/Naruto__Honoo_no_Chuunin_Shiken_Naruto_vs_Konohamaru
2408,2408,3109,Ojamajo Doremi Sharp Movie,7.16,1909,Movie,1,Finished Airing,"Jul 8, 2000",,,"None found, add some","None found, add some",Toei Animation,Unknown,,,,27 min.,G - All Ages,7501,https://myanimelist.net/anime/2947/Ojamajo_Doremi_Sharp_Movie
2409,2409,3110,Oseam,7.16,1739,Movie,1,Finished Airing,"May 1, 2003",,,"None found, add some","None found, add some","None found, add some",Novel,"Adventure, Drama",,,1 hr. 17 min.,G - All Ages,6683,https://myanimelist.net/anime/2141/Oseam
2410,2410,3111,Pokemon Movie 21: Minna no Monogatari,7.16,17054,Movie,1,Finished Airing,"Jul 13, 2018",,,"None found, add some",The Pokemon Company International,"OLM, Wit Studio",Game,"Action, Adventure, Comedy, Fantasy",Game,Kids,1 hr. 45 min.,PG - Children,3355,https://myanimelist.net/anime/36927/Pokemon_Movie_21__Minna_no_Monogatari
2411,2411,3112,Poketoon,7.16,1952,ONA,5,Currently Airing,"Jun 4, 2020 to ?",,,"Nintendo, Creatures Inc.","None found, add some","Studio Colorido, DandeLion Animation Studio, Pancake",Game,"Adventure, Comedy",,Kids,4 min.,G - All Ages,7334,https://myanimelist.net/anime/42161/Poketoon
2412,2412,3113,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7.16,2548,Movie,1,Finished Airing,"Mar 20, 2010",,,Asahi Broadcasting,"None found, add some",Toei Animation,Original,"Action, Fantasy",,Shoujo,1 hr. 10 min.,G - All Ages,6785,https://myanimelist.net/anime/8133/Precure_All_Stars_Movie_DX2__Kibou_no_Hikari☆Rainbow_Jewel_wo_Mamore
2413,2413,3114,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,7.16,490,Movie,1,Finished Airing,"Oct 31, 2020",,,"None found, add some","None found, add some",Toei Animation,Original,"Action, Fantasy",,Shoujo,1 hr. 10 min.,G - All Ages,9728,https://myanimelist.net/anime/40587/Precure_Miracle_Leap_Movie__Minna_to_no_Fushigi_na_Ichinichi
2414,2414,3115,PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,7.16,651,Movie,1,Finished Airing,"Mar 12, 2016",,,"None found, add some","None found, add some",Tatsunoko Production,Game,,,Shoujo,1 hr. 12 min.,PG - Children,9766,https://myanimelist.net/anime/31919/PriPara_Movie__Minna_no_Akogare♪_Lets_Go☆Prix_Paris
2415,2415,3116,Ranma ½: Nettou Uta Gassen,7.16,2285,OVA,2,Finished Airing,"Nov 7, 1990 to Nov 21, 1990",,,Kitty Films,"None found, add some","None found, add some",Unknown,,Music,,25 min. per ep.,PG-13 - Teens 13 or older,6539,https://myanimelist.net/anime/6713/Ranma_½__Nettou_Uta_Gassen
2416,2416,3117,Rokudenashi Majutsu Koushi to Akashic Records,7.16,343967,TV,12,Finished Airing,"Apr 4, 2017 to Jun 20, 2017",Spring 2017,Tuesdays at 20:30 (JST),"Media Factory, AT-X, Kadokawa Pictures Japan, Ultra Super Pictures, Tohokushinsha Film Corporation, Sony Music Communications, Fujimi Shobo, Kanetsu Investment",Funimation,LIDENFILMS,Light novel,"Action, Fantasy",School,,24 min. per ep.,R - 17+ (violence & profanity),258,https://myanimelist.net/anime/32951/Rokudenashi_Majutsu_Koushi_to_Akashic_Records
2417,2417,3118,Seikai no Monshou Special,7.16,1264,Special,1,Finished Airing,"Apr 7, 2000",,,"Bandai Visual, WOWOW","None found, add some",Sunrise,Light novel,"Action, Romance, Sci-Fi",,,1 hr. 30 min.,PG-13 - Teens 13 or older,8202,https://myanimelist.net/anime/1381/Seikai_no_Monshou_Special
2418,2418,3119,Sentou Mecha Xabungle,7.16,893,TV,50,Finished Airing,"Feb 6, 1982 to Jan 29, 1983",Winter 1982,Saturdays at Unknown,Sotsu,Maiden Japan,Sunrise,Original,,,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,7505,https://myanimelist.net/anime/2254/Sentou_Mecha_Xabungle
2419,2419,3120,Shin Taketori Monogatari: 1000-nen Joou,7.16,998,TV,42,Finished Airing,"Apr 16, 1981 to Mar 25, 1982",Spring 1981,Thursdays at 19:00 (JST),"Fuji TV, Harmony Gold","None found, add some",Toei Animation,Manga,"Drama, Mystery, Sci-Fi",,,24 min. per ep.,G - All Ages,7401,https://myanimelist.net/anime/1548/Shin_Taketori_Monogatari__1000-nen_Joou
2420,2420,3121,Shinkyoku Soukai Polyphonica Crimson S,7.16,8195,TV,12,Finished Airing,"Apr 5, 2009 to Jun 21, 2009",Spring 2009,Unknown,"Lantis, Yomiko Advertising, Pony Canyon, Magic Capsule, SoftBank Creative, T.O Entertainment",Maiden Japan,Diomedéa,Light novel,"Drama, Fantasy, Romance",,,25 min. per ep.,PG-13 - Teens 13 or older,3831,https://myanimelist.net/anime/5504/Shinkyoku_Soukai_Polyphonica_Crimson_S
2421,2421,3122,Soukyuu no Fafner: Dead Aggressor - The Beyond,7.16,714,Movie,3,Finished Airing,"May 17, 2019",,,King Records,"None found, add some","Production I.G, Xebec, I.Gzwei",Original,"Action, Drama, Sci-Fi",,,28 min. per ep.,PG-13 - Teens 13 or older,6518,https://myanimelist.net/anime/34649/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond
2422,2422,3123,Street Fighter II Movie,7.16,16802,Movie,1,Finished Airing,"Aug 6, 1994",,,"None found, add some",Discotek Media,Group TAC,Game,,Martial Arts,Shounen,1 hr. 41 min.,PG-13 - Teens 13 or older,3623,https://myanimelist.net/anime/1362/Street_Fighter_II_Movie
2423,2423,3124,Suna no Wakusei feat. Hatsune Miku,7.16,1623,Music,1,Finished Airing,"Jul 21, 2017",,,"None found, add some","None found, add some",Minakata Laboratory,Original,,Music,,3 min.,G - All Ages,8890,https://myanimelist.net/anime/36173/Suna_no_Wakusei_feat_Hatsune_Miku
2424,2424,3125,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,7.16,47125,OVA,1,Finished Airing,"Jan 12, 2017",,,"None found, add some","None found, add some",Lerche,Visual novel,"Action, Horror, Mystery",Psychological,,25 min.,R - 17+ (violence & profanity),1820,https://myanimelist.net/anime/34152/Super_Danganronpa_25__Komaeda_Nagito_to_Sekai_no_Hakaimono
2425,2425,3126,Tales of Symphonia The Animation: Sylvarant-hen,7.16,21705,OVA,4,Finished Airing,"Jun 8, 2007 to Dec 21, 2007",,,"Geneon Universal Entertainment, Frontier Works",Discotek Media,ufotable,Game,"Action, Adventure, Fantasy",Martial Arts,,32 min. per ep.,PG-13 - Teens 13 or older,2585,https://myanimelist.net/anime/1731/Tales_of_Symphonia_The_Animation__Sylvarant-hen
2426,2426,3127,Tenchi Muyou! GXP,7.16,13030,TV,26,Finished Airing,"Apr 2, 2002 to Sep 25, 2002",Spring 2002,Unknown,VAP,Funimation,AIC,Original,"Action, Comedy, Sci-Fi",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,3498,https://myanimelist.net/anime/1133/Tenchi_Muyou_GXP
2427,2427,3128,Tenchi Souzou Design-bu,7.16,22448,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",Winter 2021,Thursdays at 23:30 (JST),"Dentsu, Kodansha, AT-X, Studio Mausu, BS Fuji, Tokyo MX, Avex Pictures, TV Aichi, GREE","None found, add some",Asahi Production,Manga,"Comedy, Fantasy, Slice of Life",,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,2285,https://myanimelist.net/anime/41762/Tenchi_Souzou_Design-bu
2428,2428,3129,The iDOLM@STER Prologue SideM: Episode of Jupiter,7.16,2776,Special,1,Finished Airing,"Oct 1, 2017",,,"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation","None found, add some",A-1 Pictures,Game,,Music,,34 min.,PG-13 - Teens 13 or older,6880,https://myanimelist.net/anime/36186/The_iDOLMSTER_Prologue_SideM__Episode_of_Jupiter
2429,2429,3130,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,7.16,17374,OVA,1,Finished Airing,"Nov 2, 2017",,,"None found, add some","None found, add some",Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi",,Shounen,12 min.,R+ - Mild Nudity,2903,https://myanimelist.net/anime/35000/To_LOVE-Ru__Multiplication_-_Mae_kara_Ushiro_kara
2430,2430,3131,Ultra Maniac,7.16,12044,TV,26,Finished Airing,"May 20, 2003 to Nov 11, 2003",Spring 2003,Tuesdays at 22:00 (JST),"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,"Comedy, Romance",School,Shoujo,24 min. per ep.,G - All Ages,3375,https://myanimelist.net/anime/178/Ultra_Maniac
2431,2431,3132,"Wake Up, Girls! Shichinin no Idol",7.16,11651,Movie,1,Finished Airing,"Jan 10, 2014",,,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, DIVE II Entertainment, Good Smile Company",Sentai Filmworks,"Tatsunoko Production, Ordet",Original,,Music,,52 min.,PG-13 - Teens 13 or older,3942,https://myanimelist.net/anime/21189/Wake_Up_Girls_Shichinin_no_Idol
2432,2432,3133,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou,7.16,6683,Special,1,Finished Airing,"Oct 26, 2016",,,Aniplex,"None found, add some",Qualia Animation,Music,,School,,3 min.,PG - Children,4197,https://myanimelist.net/anime/36305/Zutto_Mae_kara_Suki_deshita__Kokuhaku_Jikkou_Iinkai_-_Kinyoubi_no_Ohayou
2433,2433,3134,Michi (Movie),7.15,258,Movie,4,Finished Airing,2002 to 2008,,,Tomoyasu Murata Company,"None found, add some","None found, add some",Original,"Drama, Slice of Life",,,13 min. per ep.,G - All Ages,11711,https://myanimelist.net/anime/7616/Michi_Movie
2434,2434,3135,Myself; Yourself,7.15,89785,TV,13,Finished Airing,"Oct 3, 2007 to Dec 26, 2007",Fall 2007,Wednesdays at 02:15 (JST),"Marvelous, Pony Canyon, Happinet Pictures, 5pb.",Maiden Japan,Doga Kobo,Visual novel,"Drama, Romance",School,,25 min. per ep.,PG-13 - Teens 13 or older,1051,https://myanimelist.net/anime/2926/Myself__Yourself
2435,2435,3136,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",7.15,29277,Special,1,Finished Airing,"Feb 6, 2008",,,Bandai,"None found, add some",Studio Pierrot,Unknown,,,,8 min.,PG-13 - Teens 13 or older,2338,https://myanimelist.net/anime/4134/Naruto__Shippuuden_-_Shippuu_Konoha_Gakuen_Den
2436,2436,3137,Nyan Koi!,7.15,125359,TV,12,Finished Airing,"Oct 2, 2009 to Dec 18, 2009",Fall 2009,Unknown,"Pony Canyon, TBS, Movic, Flex Comix",Sentai Filmworks,AIC,Manga,"Comedy, Romance",Harem,,24 min. per ep.,PG-13 - Teens 13 or older,775,https://myanimelist.net/anime/6512/Nyan_Koi
2437,2437,3138,One Piece Recap,7.15,7714,OVA,1,Finished Airing,"Mar 17, 2010",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",Super Power,Shounen,29 min.,PG-13 - Teens 13 or older,4200,https://myanimelist.net/anime/8171/One_Piece_Recap
2438,2438,3139,One Piece: Episode of Sorajima,7.15,10202,Special,1,Finished Airing,"Aug 25, 2018",,,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Drama, Fantasy",Super Power,Shounen,1 hr. 45 min.,PG-13 - Teens 13 or older,3783,https://myanimelist.net/anime/37902/One_Piece__Episode_of_Sorajima
2439,2439,3140,One Piece: Jango no Dance Carnival,7.15,19301,Movie,1,Finished Airing,"Mar 3, 2001",,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Fantasy",,Shounen,6 min.,PG-13 - Teens 13 or older,3130,https://myanimelist.net/anime/2385/One_Piece__Jango_no_Dance_Carnival
2440,2440,3141,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,7.15,67062,Movie,1,Finished Airing,"Jul 13, 2002",,,Studio Jack,"4Kids Entertainment, Miramax Films",OLM,Game,"Adventure, Comedy, Drama, Fantasy",,Kids,1 hr. 14 min.,PG - Children,1611,https://myanimelist.net/anime/1120/Pokemon_Movie_05__Mizu_no_Miyako_no_Mamorigami_Latias_to_Latios
2441,2441,3142,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,7.15,1317,OVA,1,Finished Airing,"Mar 3, 1995",,,"None found, add some","None found, add some","None found, add some",Unknown,"Comedy, Slice of Life",Martial Arts,,24 min.,PG-13 - Teens 13 or older,7616,https://myanimelist.net/anime/10825/Ranma_½__Battle_ga_Ippai_29-nin_no_Korinai_Yatsura
2442,2442,3143,Rokujouma no Shinryakusha!? (TV),7.15,75813,TV,12,Finished Airing,"Jul 12, 2014 to Sep 27, 2014",Summer 2014,Saturdays at 01:05 (JST),"Genco, Showgate",Sentai Filmworks,SILVER LINK.,Light novel,"Comedy, Supernatural",,,23 min. per ep.,PG-13 - Teens 13 or older,1132,https://myanimelist.net/anime/22865/Rokujouma_no_Shinryakusha_TV
2443,2443,3144,Ryuugajou Nanana no Maizoukin (TV),7.15,91267,TV,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,Fridays at 01:20 (JST),"Aniplex, Dentsu, Movic, Fuji TV, BIGLOBE, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Light novel,"Adventure, Comedy, Mystery, Supernatural",,,23 min. per ep.,PG-13 - Teens 13 or older,862,https://myanimelist.net/anime/21561/Ryuugajou_Nanana_no_Maizoukin_TV
2444,2444,3145,Saishuu Heiki Kanojo,7.15,33901,TV,13,Finished Airing,"Jul 2, 2002 to Sep 24, 2002",Summer 2002,Unknown,"Toei Video, Toshiba EMI, Tohokushinsha Film Corporation","VIZ Media, Sentai Filmworks",Gonzo,Manga,"Drama, Romance, Sci-Fi",,,24 min. per ep.,R - 17+ (violence & profanity),1823,https://myanimelist.net/anime/529/Saishuu_Heiki_Kanojo
2445,2445,3146,Shin Gengou Nyankogelion,7.15,969,Music,1,Finished Airing,"Jan 22, 2021",,,"None found, add some","None found, add some",PONOS Corporation,Original,,,,1 min.,PG - Children,10185,https://myanimelist.net/anime/47307/Shin_Gengou_Nyankogelion
2446,2446,3147,Starmyu OVA,7.15,2259,OVA,2,Finished Airing,"Jul 27, 2016 to Sep 21, 2016",,,"None found, add some","None found, add some",C-Station,Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,6362,https://myanimelist.net/anime/33033/Starmyu_OVA
2447,2447,3148,Tamayura,7.15,13916,OVA,4,Finished Airing,"Sep 6, 2010 to Dec 6, 2010",,,"Shochiku, TYO Animations, flying DOG, BIGLOBE, RAY",Nozomi Entertainment,Hal Film Maker,Original,"Comedy, Drama, Slice of Life",,,18 min. per ep.,G - All Ages,2916,https://myanimelist.net/anime/9055/Tamayura
2448,2448,3149,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,7.15,1652,Special,2,Finished Airing,"Aug 26, 2011 to Oct 26, 2011",,,M.S.C,"None found, add some",Production I.G,Manga,,,Shounen,3 min. per ep.,PG-13 - Teens 13 or older,7542,https://myanimelist.net/anime/13073/Tennis_no_Ouji-sama__Another_Story_II_-_Ano_Toki_no_Bokura_Specials
2449,2449,3150,The iDOLM@STER Cinderella Girls,7.15,26120,TV,13,Finished Airing,"Jan 10, 2015 to Apr 11, 2015",Winter 2015,Saturdays at 00:00 (JST),"Aniplex, Half H.P Studio, Nippon Columbia, Bandai Namco Games, Anime Consortium Japan, Cygames","None found, add some",A-1 Pictures,Game,"Comedy, Drama",Music,,24 min. per ep.,PG-13 - Teens 13 or older,2137,https://myanimelist.net/anime/23587/The_iDOLMSTER_Cinderella_Girls
2450,2450,3151,The iDOLM@STER SideM,7.15,5482,TV,13,Finished Airing,"Oct 7, 2017 to Dec 30, 2017",Fall 2017,Saturdays at 23:30 (JST),"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation","None found, add some",A-1 Pictures,Game,,Music,,24 min. per ep.,PG-13 - Teens 13 or older,4148,https://myanimelist.net/anime/34915/The_iDOLMSTER_SideM
2451,2451,3152,Ushio to Tora,7.15,3995,OVA,10,Finished Airing,"Sep 11, 1992 to Aug 1, 1993",,,"OB Planning, Toshiba EMI, Toho, Shogakukan",ADV Films,Pastel,Manga,"Action, Comedy, Horror",,,30 min. per ep.,PG-13 - Teens 13 or older,4974,https://myanimelist.net/anime/842/Ushio_to_Tora
